"","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
"0",-7.65121965550912,-5.34098750477749,-3.0333735279083,-1.80055335540424,-0.226418848475729,0.61263639864909,2.05937912113776,4.11146017493915,7.3160637751643,5.90683925888901,3.95583551936369,2.48181788935238,0.839785794185701,-0.659727023593475,-1.11066793168093,-0.0650469958816831,0.601926426862965,1.8000731668362,4.65901381040513,5.25903333041355,3.62325012803769,3.63923714682119,2.75851942766776,1.2349518330011,-3.79319152850797,-4.13090969927641,-4.37825291128118,-4.65485169171383,-5.04312437428918,-5.45121231505669,-5.23049414049253
"1",-6.25106258489034,-4.16494509918124,-2.08072235957298,-0.705172672069196,0.566483531217295,1.11850469900338,1.93036006794127,3.35144450967072,5.65735313768061,4.54156944825067,2.54600627992286,1.38599928668959,0.0995379338109266,-0.860081110520552,-0.921077615305439,-0.159538681878343,0.686649728504049,2.06265194897693,2.83061847473292,3.21980745255088,2.09067620267753,1.79265065153908,1.01745416535777,0.0832321120491588,-2.79248777542532,-2.85140244789948,-2.98857632963207,-3.22949450632225,-3.43536385132559,-3.60484719010405,-3.51386539544865
"2",-3.07007429970114,-2.10085896080769,-1.05534226127894,-0.401625054819242,0.187474794431474,0.502891571346628,0.967231099376659,1.79227616236084,3.14369157090844,2.51871404597808,1.33682320563901,0.630465702152472,-0.140293486268706,-0.772351206056778,-0.907741156869399,-0.458115894711716,0.130000991720576,1.22384007675189,1.80190311999307,2.05753561641012,1.44558620966502,1.39854074991317,1.04020282706881,0.487394874004765,-1.56852310305008,-1.63266473074947,-1.69725469652131,-1.85569367305246,-1.95690641926096,-2.03076955551082,-1.98458583404745
"3",-0.736274537187812,-0.546956030606319,-0.260768907373561,-0.107433932213044,-0.0416936774220039,0.180500371823927,0.400046347973347,0.748463445549973,1.32327685386824,1.06265136974214,0.454620655630318,0.0792025845788152,-0.416263572035949,-0.871715469470531,-1.12859199553167,-0.904105877623364,-0.466060644990881,0.551594638393267,0.821273635392044,1.17519137578707,0.927205017316078,1.05152316254142,1.00343901376064,0.754569274755903,-0.614162444915631,-0.615168011253021,-0.688076651277369,-0.801517943540519,-0.838096182716663,-0.864113394910012,-0.817112002463688
"4",0.949222768366501,0.609374548527861,0.346684630387683,0.156108534888496,-0.160885076613149,0.03303544985084,0.0790503755840273,0.0695319335119193,0.0423174190910537,0.0382087769369905,-0.166939204423129,-0.314740908051345,-0.669007797212861,-1.04100484417977,-1.44146826269453,-1.37550448688314,-1.03212850431467,-0.0193485766092649,-0.0390924372991831,0.44729736038869,0.479900355200427,0.735057283747783,0.945896678376785,0.946305442445084,0.072787647545923,0.153734174899379,0.192888147271858,0.00406653619197174,0.00251796111347047,-0.00243495029649623,0.0293774305689382
"5",2.11221696598074,1.42776093365144,0.78958203750315,0.37166687662226,-0.208942206448937,-0.0182820794934067,-0.0939630369553297,-0.353686919705195,-0.812693783893125,-0.648526087990152,-0.588922541421205,-0.584119703425459,-0.86466233026566,-1.20099388892948,-1.73342625228012,-1.77538000935982,-1.49618251999676,-0.467411207990255,-0.724317148845326,-0.142374211365337,0.0999145708271515,0.452971664524876,0.867991169183792,1.06354208990417,0.57479866284307,0.659771772791167,0.797130816669802,0.677049970210082,0.614926204711688,0.610490845322077,0.622229632911404
"6",2.81817261098359,1.93430321098951,1.07155418620169,0.526293583027728,-0.21803810077475,-0.0212159580216237,-0.177273270242587,-0.596942708395686,-1.32417689975737,-1.0546536855947,-0.85015491945665,-0.751221494530293,-0.989147158411498,-1.30176852040485,-1.9223574177454,-2.03513198573837,-1.7952791191846,-0.744658456544429,-1.19523699880291,-0.564570584511549,-0.186893940125389,0.223852649957302,0.776073458100291,1.10606287239397,0.894464417864937,0.987034428358065,1.12681526904354,1.0793314035261,1.06275779085047,1.00716510087942,0.98722777979026
"7",3.12740364113187,2.15495924009422,1.1984935530828,0.611488943303097,-0.208935517306025,-0.00996794362789836,-0.210703938008836,-0.706844397825207,-1.55757649721043,-1.23228706377748,-0.974618608981118,-0.82930972315869,-1.03836472991728,-1.32602151746903,-1.97380504323815,-2.12561990423206,-1.90774741181692,-0.840599963533489,-1.4348288391733,-0.804415124975444,-0.359693986098036,0.0674230400083503,0.682283143183644,1.07961525974084,1.03930918815699,1.13882293804476,1.28597100947299,1.23507154710682,1.27865537690109,1.21638026638539,1.16246118720268
"8",3.13462497654125,2.16095522071541,1.20264988565242,0.631043295098591,-0.190917701372551,-0.00132637559938849,-0.221069962181306,-0.727299415633382,-1.58851212998542,-1.25107951562517,-0.99362977365203,-0.837488851205087,-1.02149489634112,-1.28375189061406,-1.90425089082116,-2.06625752032715,-1.86762040269558,-0.822189790895363,-1.47578437189396,-0.881190787735557,-0.42811809262904,-0.014018567845933,0.598482593804795,1.00951717522158,1.05198505561184,1.14771601531843,1.2960612331532,1.25044510168906,1.29906458253758,1.27322173790995,1.19938766803055
"9",2.93187623619815,2.02094564851868,1.12630388693061,0.595056401041209,-0.170590245941475,0.000783722803261546,-0.212644042346167,-0.68859105002975,-1.48720970779347,-1.17021055105268,-0.938370459499262,-0.794149386377478,-0.955126714665897,-1.19066365257834,-1.75175044760036,-1.90362043988468,-1.7189460639621,-0.746328238788549,-1.37473005392823,-0.834943136641792,-0.413371918671402,-0.0319128611337911,0.535463611502699,0.919190751382853,0.973999470337304,1.06341683607578,1.2008980970434,1.16363969917935,1.21040187034727,1.20162022552439,1.13879451180674
