"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008"
"55",1.83773778584461,1.925707809981,2.03322781829719,2.13041546843122,2.20726323107528,2.27558299640546,2.32836286864829,2.37059594671321,2.50749409063652,2.60281994001224,2.60818329028314,2.72434099026095,2.7904852796151,2.80880376705764,2.65296006872916,2.19426879082837,NA,NA,NA
"56",0.129358661012805,0.144494642700145,0.222358956543212,0.297090864591634,0.34749499049091,0.396307652196014,0.428051242999742,0.447342099105404,0.539385863752062,0.600817557814055,0.594555934338765,0.715412838507865,0.828934941996103,0.889664776753864,0.903867894273549,0.844791217827583,0.753549811925695,NA,NA
"57",-1.27481062184338,-1.24214083885524,-1.24567108525753,-1.19692552622119,-1.17109643014863,-1.13378257233682,-1.11987286397006,-1.11597716085116,-1.06837838972274,-1.03387014107051,-1.06465986484042,-0.973055037294371,-0.852434471495455,-0.74808760651881,-0.693297449088493,-0.584108903429524,-0.290486066399532,-0.773061404419735,NA
"58",-2.06144269028526,-2.01974646471614,-2.00803285491723,-2.03727354660995,-2.03378686904723,-2.00701034420593,-1.99204063843596,-1.99042331116424,-1.97696554922888,-1.97282434917003,-2.02468928603919,-1.97969885329516,-1.88947265616845,-1.78484827094184,-1.69064684578261,-1.54018869708668,-1.10102824270478,-1.20878880223604,-1.95125338397389
"59",-2.10588915545492,-2.06205983694858,-2.03818504244555,-2.04495991318066,-2.11383696512211,-2.09854062466839,-2.09496788304208,-2.09300109075266,-2.09415340996119,-2.11056956055377,-2.18616653776949,-2.18525829821311,-2.14622831341399,-2.07711992227314,-1.98193953000193,-1.79690445718543,-1.34187917502029,-1.0591106721378,-1.65440376212884
"60",-1.47878654413218,-1.4440429961905,-1.41184821159589,-1.40009667043649,-1.43387144798279,-1.48822497027524,-1.49397339115509,-1.4950468764241,-1.50290325140726,-1.52556734415605,-1.61266246862972,-1.65792172642283,-1.66962971455526,-1.65382898732591,-1.58802361968846,-1.41310140541038,-0.948859143092759,-0.436820822504643,-0.566587819873581
"61",-0.484781662425487,-0.469272788822661,-0.438545954860336,-0.413040313543943,-0.414104281686869,-0.432690248554078,-0.500077775938192,-0.506655653709351,-0.518848668128034,-0.541709679019427,-0.621232722926722,-0.698590978881153,-0.761709673572914,-0.795591726355971,-0.773022457483177,-0.64590184650928,-0.216563976652186,0.317451551895106,0.658032097162291
"62",0.552641485369181,0.549850997265364,0.568585332763755,0.595976685460234,0.623255421224879,0.633027621126187,0.60375967729359,0.529141547171916,0.512437405725534,0.49168111570425,0.428485200824572,0.343184998151169,0.245848930969697,0.164954243839058,0.148651060793963,0.212821169665012,0.566856743140857,1.00313213620079,1.46928866139684
"63",1.31617077092859,1.29796119432238,1.30261612368933,1.32000349590375,1.36221300515919,1.39186977429053,1.40190578795909,1.37351756049142,1.28797289667188,1.26680566269434,1.22318267217272,1.14292525725692,1.03624924224784,0.928984600592511,0.873856209159379,0.883804065853564,1.14587831473699,1.40690211357579,1.82067238577019
"64",1.62954392119399,1.60145251401759,1.59106015194842,1.59588179348459,1.63592766617203,1.67126040960626,1.70422980000127,1.71493413422967,1.67720131534904,1.58819056848548,1.56330998899368,1.49501340845293,1.39453953165806,1.28755464210509,1.20884657203851,1.16963979320183,1.34839507663217,1.4352953002586,1.65835215955218
"65",1.51595079268441,1.48261150072755,1.45967714569461,1.45054562026372,1.48238642193697,1.50708141142069,1.54691561435566,1.58519118088188,1.58227679784022,1.54638712526077,1.46986711094925,1.41335665576165,1.32717562295758,1.23367326463904,1.15456317693782,1.08784181461804,1.18793210597558,1.15420273301903,1.16545165712731
"66",1.10095092522783,1.06339656356837,1.03093583534216,1.00839898167108,1.02662958784811,1.03418880223582,1.07104826824438,1.12005474302583,1.13150594797819,1.13310777224053,1.13401123660297,1.02080241307005,0.951270294658376,0.878275672578072,0.810919435429756,0.743337082302235,0.786281118853897,0.696054690401019,0.558822881353286
"67",0.612552889129392,0.568784167655186,0.527222318083316,0.494961285630176,0.496414988363138,0.483601825236401,0.50279029430329,0.54370027167319,0.548322560240626,0.567059152792925,0.630738161856311,0.592507820905622,0.469357979943637,0.415942375639939,0.365276555292723,0.310002942315429,0.323456191701854,0.212705574585643,0.0240203718109233
"68",0.2283865700944,0.175511024223225,0.122350358688243,0.0809983693258893,0.0667880008083291,0.0334010168077786,0.0360080293670216,0.0619354607770907,0.0404596916858127,0.0595846005005669,0.160468820505456,0.169794119531177,0.126738785646308,0.0177747662593543,-0.015643551844881,-0.0557643132740276,-0.0579358674560227,-0.172455851215365,-0.362122056973213
"69",0.0394141822622447,-0.0258158176844265,-0.0912832218581724,-0.144979589379025,-0.173434878125821,-0.224847633437039,-0.241960860764534,-0.232993465068996,-0.287222450466123,-0.278245251631465,-0.161437925422011,-0.134041878304903,-0.123323340844938,-0.148616561866752,-0.240684373458452,-0.271075651712793,-0.284035522987545,-0.388502805995445,-0.561179050479305
"70",0.061038943251347,-0.0201266333444306,-0.101949795917652,-0.16790871243111,-0.211706958424029,-0.277209363690685,-0.31281996669309,-0.318532402140769,-0.403519633576992,-0.408339402711003,-0.290966749960787,-0.265907926810655,-0.231828522527119,-0.200680894827616,-0.203720038098034,-0.307673769562923,-0.335866805375315,-0.425731537517247,-0.567666445890381
"71",0.193438459489709,0.100057070690352,-0.00222516076360491,-0.083964736786515,-0.13988340828086,-0.214924701178712,-0.256345813772204,-0.271345000703221,-0.374199050387836,-0.391086928168331,-0.284338067840492,-0.272330259089254,-0.23595882861222,-0.179587523472195,-0.119491447938493,-0.147878220668922,-0.275333439707701,-0.354814640615026,-0.461776521081472
"72",0.326528375571957,0.229362877197511,0.113767793218314,0.0121817332022529,-0.0600097732483329,-0.133961329033969,-0.180041454377859,-0.19957294755208,-0.300511019639427,-0.322979716238214,-0.233793545851742,-0.235643193228303,-0.207256233933085,-0.148825736028636,-0.0598290335672631,-0.0398974974555595,-0.109725307618622,-0.26545699650697,-0.342357730551896
"73",0.339702291057976,0.270087242199815,0.151353186573962,0.0397891385553887,-0.0524858391420067,-0.122833692533593,-0.165013866628772,-0.190991983983645,-0.265383195205485,-0.28715816376955,-0.217071669999724,-0.224826837074476,-0.206121394242916,-0.159621683943297,-0.0712925693812649,-0.0324871385151719,-0.07114519116626,-0.140120253324891,-0.278331946558947
